Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (kgf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (kgf/W),Overall Efficiency (kgf/W),Vibration (g),App message,
0.10723249999997206,1000,,,,0,0.046875,-0.9951171875,-0.004177027770712756,0.00472647282247609,16.067285560079597,0.0010316208555031015,0,0,0.026220694509945297,0,0,0,0,0.139453125,,
0.11301149999999907,1000,,,,0,0.047265625,-0.9943359375,-0.004102966702781745,0.004832169937137646,16.06802192836224,-0.002207203998820173,0,0,0.03546530266058462,0,0,0,0,0.1134765625,,
0.36320800000001907,1000,,,,0,0.0470703125,-0.99375,-0.003947427032960419,0.004056264126635954,16.068450973801138,-0.0018879922173354658,0,0,0.03076147838058756,0,0,0,0,0.09609375,,
0.6129365000000108,1000,,,,0,0.04765625,-0.9943359375,-0.004139117780698842,0.003860200635791633,16.068340888011747,-0.002515078668812354,0,0,0.04041318680767813,0,0,0,0,0.083984375,,
0.8631075000000303,1000,,,,0,0.0470703125,-0.9943359375,-0.004298393293288352,0.005182940924846402,16.068459363484756,-0.002255570360102288,0,0,0.03552014631293503,0,0,0,0,0.07578125,,
1.1129630000000121,1000,,,,0,0.0470703125,-0.99453125,-0.004273986898802517,0.005957000180308722,16.06802867169869,-0.0026353877453584307,0,0,0.042345508856666256,0,0,0,0,0.069921875,,
1.363213000000012,1000,,,,0,0.0462890625,-0.9943359375,-0.004279272980033507,0.006048563066331448,16.06803720977017,-0.0033764402270600067,0,0,0.05425272733778112,0,0,0,0,0.066015625,,
1.6130335000000193,1000,,,,0,0.046875,-0.9947265625,-0.004256365467777123,0.005722141189523646,16.06821373952487,-0.0024495063831958762,0,0,0.03935930240178781,0,0,0,0,0.0634765625,,
1.8632605000000215,1000,,,,0,0.047265625,-0.9939453125,-0.004228905859012396,0.004499505582229611,16.067786283720345,-0.002218048026797703,0,0,0.035639160117980295,0,0,0,0,0.06171875,,
2.1126385000000125,1000,,,,0,0.0470703125,-0.9935546875,-0.004386401060872484,0.004575995610112,16.068101477542157,-0.001366634962403568,0,0,0.02125053188884308,0,0,0,0,0.060546875,,
2.3628910000000034,1000,,,,0,0.046875,-0.9943359375,-0.0045067972604072954,0.005024682036935397,16.068382229180934,-0.002744923401217214,0,0,0.04410638588631121,0,0,0,0,0.0595703125,,
2.6133570000000184,1000,,,,0,0.046484375,-0.9939453125,-0.004479519820769151,0.005543860733818356,16.06804978050265,-0.0030872399247253044,0,0,0.04960596748652811,0,0,0,0,0.05859375,,
2.863023500000057,1000,,,,0,0.046875,-0.99453125,-0.0044984096454525595,0.005119188512895944,16.067992612865062,-0.0021824343839113693,0,0,0.03506735484245861,0,0,0,0,0.05859375,,
3.112969999999996,1000,,,,0,0.0466796875,-0.9939453125,-0.004626972058332925,0.004348918614510406,16.06782171184684,-0.0021276696478720325,0,0,0.03418704757061462,0,0,0,0,0.05859375,,
3.3632769999999907,1000,,,,0,0.046875,-0.9943359375,-0.0043361921355521945,0.0037624678551547316,16.06739942309233,-0.001176059061592616,0,0,0.018365285906035016,0,0,0,0,0.05859375,,
3.613006500000006,1000,,,,0,0.046875,-0.9939453125,-0.0041730374349716,0.004469689465477655,16.067397519895515,-0.0013871666458601605,0,0,0.021915871491765077,0,0,0,0,0.05859375,,
3.862852000000025,1000,,,,0,0.0466796875,-0.99453125,-0.004181906781035937,0.0047255997592292225,16.06741991591744,-0.0020325096374490315,0,0,0.0326573154032676,0,0,0,0,0.05859375,,
4.113397499999998,1000,,,,0,0.046875,-0.9947265625,-0.004125780091075134,0.004104181344848336,16.06750545695753,-0.0025636933040119824,0,0,0.04119216401358948,0,0,0,0,0.05859375,,
