Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (kgf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (kgf/W),Overall Efficiency (kgf/W),Vibration (g),App message,
0.2405297500000044,1000,,,,0,0.04716796875,-0.9943359375,-0.00524201747717783,0.005831631547139669,16.069077861243233,-0.0005965354884179374,0,0,0.015107391690294087,0,0,0,0,0.05859375,,
0.24282324999998678,1100,,,,0.02861328125,0.00703125,-0.9755859375,-0.009144988328784954,0.03168870039737584,16.061502239731006,0.1670556073190868,2028,2366,2.683163954330385,2.2661996276364453,84.46710773459984,0.013983314234603047,0.011811123882559768,0.2173828125,,
5.765637499999994,1200,,,,0.00693359375,0.00458984375,-0.9859375,-0.015279081032109421,0.0776823512841295,16.04761560620303,0.48499133319127974,3233,3772,7.782954479634763,6.035464852596506,77.54719210460506,0.012871343176441456,0.009981180954212033,0.418359375,,
11.262590750000014,1300,,,,0.0326171875,-0.00400390625,-0.9822265625,-0.02127341186320959,0.12492036469985109,16.027548917039255,0.9286614416284971,4128,4816,14.884166697408528,10.7284041027186,72.07934365772425,0.011643920026839687,0.008392848574818923,0.7005859375,,
16.749155500000008,1400,,,,0.0033203125,0.014453125,-0.9947265625,-0.030007756995640157,0.1901423540830478,15.998027268587004,1.576686522777504,4986,5816,25.223875797951177,18.27688155086772,72.46048623099185,0.010403443295408167,0.00753838900076603,0.880078125,,
22.282849000000006,1500,,,,-0.00927734375,0.12333984375,-1.00234375,-0.04445246283482433,0.29090093792692573,15.943124943939711,2.8127559814991296,6046,7053,44.84411813883313,32.83095518330713,73.21179444058018,0.008860624010140244,0.006487016845550332,0.77802734375,,
27.821834000000006,1600,,,,-0.06240234375,0.17958984375,-1.03349609375,-0.06117438995935752,0.40504335619319526,15.875185077319221,4.447942316418727,7011,8179,70.61190254249736,52.39291180436207,74.19887766172334,0.007730918042179858,0.005736213192132558,1.25625,,
33.31796949999998,1700,,,,0.0298828125,-0.0013671875,-0.97861328125,-0.07715156280567233,0.5167008967178224,15.798831023086752,6.310254661759135,7832,9137,99.69429842148995,73.81966155338749,74.05522909279978,0.006999548652995244,0.005183664372587906,0.79189453125,,
38.81419500000001,1800,,,,0.0197265625,0.0265625,-0.9740234375,-0.0958728023023386,0.6432626221827575,15.695951461504842,8.84877001566353,8643,10084,138.88984735378477,101.23760015236817,72.89082510044177,0.00635400805887872,0.004631487165569271,1.40068359375,,
44.29472050000002,1900,,,,0.0173828125,0.0439453125,-0.1291015625,-0.1166201676412832,0.7796254759257888,15.569316717086341,11.933308835275355,9297,10924,185.7934573248055,133.40411964627052,71.80246838494585,0.005844091097501178,0.004196200562149943,1.55498046875,,
49.7887785,2000,,,,0.0673828125,0.01572265625,-0.88837890625,-0.1279148495599512,0.8509863351620263,15.496130463263517,13.722759266001805,9700,11317,212.64966869934642,151.58738451662185,71.28504495497226,0.005613837020369825,0.0040018230508756455,0.9919921875,,
