Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (kgf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (kgf/W),Overall Efficiency (kgf/W),Vibration (g),App message,
0.1120369999998482,1000,,,,0.001953125,0.047265625,-0.99453125,-0.0055909418665116345,0.003951082742157759,16.11888442992872,0.014307817837186532,0,0,0.2306236244852434,0,0,0,0,0.1796875,,
0.11266899999990128,1000,,,,0,0.046875,-0.99453125,-0.005649768982885268,0.003948866981358374,16.119064100407105,0.0013088405911033884,0,0,0.029342425438844032,0,0,0,0,0.14140625,,
0.36837449999991806,1000,,,,0,0.047265625,-0.9939453125,-0.005799513075204849,0.003975936232040689,16.12004772389748,-0.00039807693739160046,0,0,0.01253267605928258,0,0,0,0,0.1146484375,,
0.6160514999999431,1000,,,,0,0.046875,-0.9943359375,-0.005903064061819717,0.003656608373456438,16.12004100922426,-0.0005130358055610351,0,0,0.007199391945436656,0,0,0,0,0.096484375,,
0.8716474999999395,1000,,,,0,0.046875,-0.994921875,-0.0059344037081524355,0.0034288305464389122,16.11956288664982,-0.000931891729522949,0,0,0.014362369261255049,0,0,0,0,0.084375,,
1.1501364999999293,1000,,,,0,0.047265625,-0.9939453125,-0.005878746112704372,0.0040416269268521675,16.119361605204666,-0.001937742579047308,0,0,0.031235107765548442,0,0,0,0,0.0751953125,,
1.3976234999998707,1000,,,,0,0.047265625,-0.994921875,-0.005904855306979659,0.004144423815180001,16.119462777273277,-0.001180966464288069,0,0,0.0203281568004728,0,0,0,0,0.06953125,,
1.650732999999914,1000,,,,0,0.046875,-0.994921875,-0.005967942171178133,0.004099779415203597,16.119466599290917,-0.0022378230867397876,0,0,0.036153249286035714,0,0,0,0,0.065625,,
1.8899699999998791,1000,,,,0,0.046875,-0.99453125,-0.005988973966834994,0.0037001002310501296,16.1196428020597,-0.003500315275002874,0,0,0.05642383292437355,0,0,0,0,0.0634765625,,
2.141082499999926,1000,,,,0,0.0474609375,-0.9951171875,-0.005915080191446675,0.0035024604200015893,16.120053777252547,-0.0015964712575735173,0,0,0.025735214557643195,0,0,0,0,0.06171875,,
2.3974214999998456,1000,,,,0,0.0470703125,-0.9951171875,-0.0058968491897598025,0.0033806769041674787,16.120111306455406,0.0002663390818952838,0,0,0.00841868572910346,0,0,0,0,0.060546875,,
2.640690499999933,1000,,,,0,0.0466796875,-0.9955078125,-0.005915322849072073,0.003674273914792002,16.119909675285886,-0.0015505434124797103,0,0,0.024193576267002193,0,0,0,0,0.0595703125,,
2.8906224999999393,1000,,,,0,0.046875,-0.994921875,-0.00579536836605841,0.003970620805354444,16.12043097164866,-0.0019208059509877363,0,0,0.030148830490782964,0,0,0,0,0.05859375,,
3.1472229999998818,1000,,,,0,0.046875,-0.9943359375,-0.005735263639459835,0.0030610705238893537,16.120634503781478,-0.002061804364464104,0,0,0.033237629464701844,0,0,0,0,0.05859375,,
3.418566499999934,1000,,,,0,0.04765625,-0.9951171875,-0.005806375703575384,0.0037840659777330426,16.120357125505606,-0.000744140180923214,0,0,0.012003480755126899,0,0,0,0,0.05859375,,
3.664086499999976,1000,,,,0,0.047265625,-0.9953125,-0.0058603394197895755,0.003892475996751256,16.119817161787406,-0.0018911423920944248,0,0,0.02959321202826229,0,0,0,0,0.05859375,,
3.92081099999994,1000,,,,0,0.046875,-0.9951171875,-0.005933637289550254,0.004016507862651353,16.120239442593835,-0.0027611284310593565,0,0,0.04450994606535929,0,0,0,0,0.05859375,,
